店铺id,店铺名,评论总数,人均价格,标签1,标签2,详情链接,图片链接,店铺总分
k4qjSgC2ZIgQyXWQ,李菊英烧豆花(故宫路店),3167条评价,￥21,小吃快餐,中山路/轮渡,https://www.dianping.com/shop/k4qjSgC2ZIgQyXWQ,http://p0.meituan.net/biztone/92391213_1700452322458.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G3wqqEVCPJL00Oll,迦兰·泰式料理(世茂Emall海景店),8253条评价,￥106,泰国菜,厦门大学,https://www.dianping.com/shop/G3wqqEVCPJL00Oll,https://img.meituan.net/content/3b667c5cbb392648677dc41db31e5da03800969.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
G4aUYIVE73m2dbhw,良筑 LIANG HOUSE,967条评价,￥53,咖啡厅,中山公园,https://www.dianping.com/shop/G4aUYIVE73m2dbhw,https://p0.meituan.net/biztone/18585b2019d672796fc0a25f3f34606d795762.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
l1aujcGpiMZMoXLq,麦当劳(厦门麦当劳机场T3店),749条评价,￥42,西式快餐,高崎机场,https://www.dianping.com/shop/l1aujcGpiMZMoXLq,https://img.meituan.net/content/a0466dd39902b8ebc4982a274e874c6121444.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
l1VpWQvKpXtfrl8G,波比艾斯(厦门SM店),136条评价,￥18,冰品,SM广场,https://www.dianping.com/shop/l1VpWQvKpXtfrl8G,https://img.meituan.net/content/9b9b7a1d5bbd8e5839b0e497b413050e112599.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l1oBUF2yPQTi8J82,厦雪森林(厦门SM店),88条评价,￥15,冰品,SM广场,https://www.dianping.com/shop/l1oBUF2yPQTi8J82,https://p0.meituan.net/biztone/50f5f984c49a5e9e749209d65feb268e122079.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k3j3cYzRKsbfBg55,BASAO tea(磐基店),249条评价,￥53,茶饮果汁,新景中心,https://www.dianping.com/shop/k3j3cYzRKsbfBg55,https://img.meituan.net/content/16b48475a8cb9b279e9b7b992c07e89454107.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
FfxmTZlKZvtZI1cQ,日暮酒处·烧肉·烧鸟·居酒屋(斗西路店),2229条评价,￥152,日式烧烤/烤肉,禾祥西路沿线,https://www.dianping.com/shop/FfxmTZlKZvtZI1cQ,https://p0.meituan.net/biztone/9db805d2415a30e740df5b8d950513d8503890.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
GahJeNpW4ELC0Ibi,MIMI FASO(海峡店),825条评价,￥47,甜品,环岛路沿线,https://www.dianping.com/shop/GahJeNpW4ELC0Ibi,http://p0.meituan.net/biztone/185827884_1685496547630.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l7wIYZX12bF6CCOt,Last patisserie,46条评价,￥52,面包烘焙,高崎机场,https://www.dianping.com/shop/l7wIYZX12bF6CCOt,http://p0.meituan.net/merchant/5c1d88464caa1c8c14da569d330afc86160305.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
G2zFq8VTMtma4pIg,波比艾斯(厦门翔安汇景甜品站),17条评价,￥15,冰品,汇景广场,https://www.dianping.com/shop/G2zFq8VTMtma4pIg,https://img.meituan.net/content/9b9b7a1d5bbd8e5839b0e497b413050e112599.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
G6LGUX0SIfcVw1t0,MIMI FASO(五缘湾店),282条评价,￥42,咖啡厅,五缘湾,https://www.dianping.com/shop/G6LGUX0SIfcVw1t0,http://p0.meituan.net/biztone/890403871_1685496537031.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
kalhRhBEKSx5szky,林氏麻糍(集美孙厝店),1212条评价,￥9,厦门小吃,孙厝/集大,https://www.dianping.com/shop/kalhRhBEKSx5szky,https://img.meituan.net/msmerchant/1c674498a667ee32a872ec09c1124a00138106.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G7QR6wICMgL5Exz5,L'UNICO意家意大利餐厅(紫金店),1099条评价,￥226,西餐,会展中心,https://www.dianping.com/shop/G7QR6wICMgL5Exz5,https://img.meituan.net/content/f3196c0fbbf9c68e6e9feeb9b1e96072108488.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
k8dfIa2gHSaf4qnX,波比艾斯(闽篮城市广场甜品站),25条评价,￥15,冰品,新店,https://www.dianping.com/shop/k8dfIa2gHSaf4qnX,https://img.meituan.net/content/9b9b7a1d5bbd8e5839b0e497b413050e112599.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
H6NEtxOxfBHD4jjU,DUFF·LANGE杜夫朗格·蛋糕(厦门店),107条评价,￥165,面包烘焙,湖里步行街,https://www.dianping.com/shop/H6NEtxOxfBHD4jjU,https://img.meituan.net/content/aa6c45c74586ca20d6e10371b065ef6b77545.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
kaVWVwNP7yVpbECM,ibarrel爱杯·西餐·Bistro(古地石店),1787条评价,￥109,西餐,金山/蔡塘,https://www.dianping.com/shop/kaVWVwNP7yVpbECM,https://img.meituan.net/content/d00a4414931e325b380b5a4dafb18daa702486.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
H8qEuHS80FB3V9ca,逢甲冰店(集美银泰店),900条评价,￥26,冰品,嘉庚体育馆,https://www.dianping.com/shop/H8qEuHS80FB3V9ca,http://p0.meituan.net/merchant/050d2151f613a4c53b897a64009a312e138469.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
G8P6FUAV4iwKwJDV,小羊·LAMB,119条评价,￥48,咖啡厅,孙厝新华都,https://www.dianping.com/shop/G8P6FUAV4iwKwJDV,http://p1.meituan.net/merchant/61cae662a810bb54319e32c2becc75b8388186.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H3CmjPexOYOIJmvi,麦当劳(环城西路店),440条评价,￥21,西式快餐,乐海城市广场,https://www.dianping.com/shop/H3CmjPexOYOIJmvi,https://img.meituan.net/content/641681971035e5f101fce48348cad9dc164377.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k1scJTvT53LIdPdV,Moon·甜点·鲜花,122条评价,￥31,咖啡厅,莲花,https://www.dianping.com/shop/k1scJTvT53LIdPdV,http://p0.meituan.net/merchant/5dbe53e9b704cec597ae6bdeb21dfd5b1878933.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
l5EKW3zI9MxVS3dR,二分之一咖啡馆(曾厝垵海景店),4742条评价,￥55,咖啡厅,曾厝垵,https://www.dianping.com/shop/l5EKW3zI9MxVS3dR,https://img.meituan.net/content/3a13dfe03bba8282139ae46c81a56d1a622603.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
G2wpNzrzXjES9BaO,NAGI·COFFEE·凪归(手冲店),265条评价,￥49,咖啡厅,中山路/轮渡,https://www.dianping.com/shop/G2wpNzrzXjES9BaO,http://p0.meituan.net/merchant/2a29bd94e718e290cb86f119911b2b6670434.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k10tjCZd28ItScXH,BACKTEA呗堤原味(集美总店),678条评价,￥15,饮品店,石鼓路/集美学村,https://www.dianping.com/shop/k10tjCZd28ItScXH,http://p0.meituan.net/merchant/d4dd69f78e5c0ec40a43cf031f6a582786881.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
k9nFKfTT1Z6YQIC7,CUIDA(宝龙一城店),170条评价,￥21,茶饮果汁,金山/蔡塘,https://www.dianping.com/shop/k9nFKfTT1Z6YQIC7,https://img.meituan.net/content/0d8c66a06869ab1ef32bca3252aecb7176811.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
lazmjRpOw322jJTv,裕莲茶楼(厦门万象城店),658条评价,￥25,茶饮果汁,禾祥东路沿线,https://www.dianping.com/shop/lazmjRpOw322jJTv,https://img.meituan.net/content/ad94e0b9581a3216ffcf204383490248222813.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H4FOpORbekc3Ji3g,肯德基(钟林里店),106条评价,￥30,西式快餐,海沧区,https://www.dianping.com/shop/H4FOpORbekc3Ji3g,https://img.meituan.net/content/0e35568513be996f4b936df7a92307de114434.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H4X2ksf8PsE7JUyb,琴海咖啡西餐厅·Sea Symphony,1845条评价,￥58,咖啡厅,鼓浪屿,https://www.dianping.com/shop/H4X2ksf8PsE7JUyb,https://p0.meituan.net/biztone/e1b20b8865d65bec3dd5221a14246c42406966.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l2sZyRlWcn82ntXN,ONCEBOOK COFFEE(不在书店),800条评价,￥54,咖啡厅,环岛路黄厝海滨浴场,https://www.dianping.com/shop/l2sZyRlWcn82ntXN,https://img.meituan.net/content/9d85f4aa13baa97f01b3c26c9655423f128386.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
jSzTm4UMcevhZzqJ,磐腾·厦门华尔道夫酒店,67条评价,￥84,西式快餐,莲花,https://www.dianping.com/shop/jSzTm4UMcevhZzqJ,https://img.meituan.net/msmerchant/687f21a32b3ea535aeaea1f610bbae094292746.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
k6GWoNdfuDVsmv1x,浪漫Romantic 365,23条评价,￥35,咖啡厅,后田海鲜船坞,https://www.dianping.com/shop/k6GWoNdfuDVsmv1x,http://p0.meituan.net/merchant/9e87eddab0836a6fa2545567c672aa85220205.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
