店铺id,店铺名,评论总数,人均价格,标签1,标签2,详情链接,图片链接,店铺总分
jwkhJAkgqIaFdLrz,BiuBiuBiu,30条评价,￥23,饮品店,十全街/凤凰街,https://www.dianping.com/shop/jwkhJAkgqIaFdLrz,https://p1.meituan.net/poiugc/ccd18a9f228fa211102ac02bbbc42c24182867.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
FC09XAthsulWQgp9,THE MATCHA TOKYO今抹京茶(苏州店),626条评价,￥46,茶饮果汁,平江路,https://www.dianping.com/shop/FC09XAthsulWQgp9,https://p0.meituan.net/biztone/65b1a377a375e9693c5f176e970a5fe61077655.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l5ToW9wTAYQcg30a,麦当劳(万达店),251条评价,￥23,西式快餐,万达广场,https://www.dianping.com/shop/l5ToW9wTAYQcg30a,https://img.meituan.net/content/4eb7d42af7bab89a5c593940e5be4e4a158146.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
EuzMDt2Ywr7yUbYa,扶芮FrescoGelato(吴江万象汇店),199条评价,￥26,冰淇淋,万象汇,https://www.dianping.com/shop/EuzMDt2Ywr7yUbYa,https://img.meituan.net/content/64ce946eb54f43ae0cea0eb24a9a806d405660.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l9IxTRVqcbdmYmDl,茶颜悦色(观前街游园会店),736条评价,￥19,茶饮果汁,观前街地区,https://www.dianping.com/shop/l9IxTRVqcbdmYmDl,http://p1.meituan.net/poipicadd/3729d866ebf10c3dbec12cba70b4c593171132.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H6jsTDBOakkZcxvw,波比艾斯(常熟永旺甜品站),36条评价,￥17,冰淇淋,东南大道中段,https://www.dianping.com/shop/H6jsTDBOakkZcxvw,https://img.meituan.net/content/9b9b7a1d5bbd8e5839b0e497b413050e112599.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l3spcMMTCO51YV2X,GODIVA(久光百货店),848条评价,￥62,冰淇淋,金鸡湖,https://www.dianping.com/shop/l3spcMMTCO51YV2X,https://img.meituan.net/content/a6419cfb6990ec16756c2aa6e89e680f128910.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H8UdZk17QkENwfpC,Krimon可芮梦Gelato(龙湖东吴天街店),83条评价,￥26,甜品,长桥地区,https://www.dianping.com/shop/H8UdZk17QkENwfpC,https://p0.meituan.net/biztone/44859fd1a0ab33adb973a4ca2caf912e61386.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
l6ZFxvnfjvzCt1oi,DQ·蛋糕·冰淇淋(汇金店),8条评价,￥27,冰淇淋,汇金新地,https://www.dianping.com/shop/l6ZFxvnfjvzCt1oi,https://p0.meituan.net/biztone/f029ea04b97a3e9664b9b9dd51e7716051179.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
G1C6CNjJK91UxcAG,LUNEURS月乐诗 冰淇淋咖啡,224条评价,￥36,冰淇淋,东方之门/湖滨新天地,https://www.dianping.com/shop/G1C6CNjJK91UxcAG,http://p0.meituan.net/poipicadd/18900d0997d00fff6b7dd3d47386d198245778.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
